content,adjectives,polarity
"Makanan lumayan , saya order spring roll agak oily , harga maincourse cukup mahal . Bangunan unik tapi lokasi tidak terlalu bagus sehingga tempat nya selalu terlihat sepi.Saat order sebaiknya menyampaikannya lebih jelas, , sebab yang terjadi pada kami , kami order 2 hitam tapi menerima 3 hitam . Waiters sangat ramah , tapi attitude kasirnya sedikit aneh . Mungkin saya tidak akan kembali lagi . Akan mencari Restoran . Lanjutan","[u'lumayan', u'cukup', u'jelas', u'hitam', u'hitam', u'ramah', u'sedikit', u'aneh']",negative
"Nasgor thailand di harga esrb , polos hanya ada suir ayam sedikit , dan rasa seafood begitu . Seafoodnya tidak ada :(",[u'sedikit'],negative
"Ketika itu saya datang pukul 11.00wib dan harus mengantre untuk dapat masuk ( waiting list) . Memang sedang peak season , yaitu liburan akhir tahun . Setelah mengisi daftar tunggu , saya pergi ke resto depan dan kembali satu jam kemudian . Pas sekali nama saya sudah dipanggil untuk giliran masuk , saya memesan area kolam - yang menjadi ciri khas tempat ini . Staff harus menyetting ulang meja . Lanjutan","[u'akhir', u'khas']",negative
"Sehabis dari Tebing Keraton , saya dan bersama peserta trip memutuskan untuk makan siang di Bumi Joglo . Kami memesan nasi liwet dengan porsi untuk 8 orang , nasi liwet baru dihidangkan setelah menunggu 1 jam lebih . Itu pun kami harus menunggu lagi sendok , garpu dan piring . Terlihat sekali , crew restoran kewalahan saat pengunjung ramai .","[u'baru', u'kewalahan', u'ramai']",negative
"Padanan ayam dan keju cair cukup enak , karena memberi rasa kenyang , untuk hot chicken wings cukup enak . Untuk pesta ulang tahun anak cukup luas dan open air","[u'cair', u'cukup', u'kenyang', u'cukup', u'cukup', u'luas']",negative
"Saya penasaran dengan RF yang Baru buka di Depok , Saya kesana minggu lalu dengan teman-teman saya Saya mencari tempat di Lantai atas sedangkan teman-teman saya sedang memesan , Sekitar jam 1-1an saya menunggu teman-teman saya di atas sendirian dan mereka baru naik sekitar jam stgh 1 lewat , Kebayang dong seberapa lamanya cuma untuk memesan makanan yang hanya 4 porsi . Memang restoran . Lanjutan","[u'penasaran', u'lalu', u'baru', u'lamanya']",negative
saya penasaran ingin mengunjungi tempat ini karena ada kuliner pedas tapi ala resto . richeese factory sudah banyak buka cabang di bandung . namun sepertinya saya belum menemukan beda resto fast food ini dengan fast food yang lain . kecuali menu pedasnya itu . tapi sayangnya tidak begitu memuaskan . karena pedasnya terasa pahit dan panas . tidak ada cita rasa lain . mungkin lain kali saya . Lanjutan,"[u'penasaran', u'pedas', u'richeese', u'banyak', u'lain', u'panas', u'lain', u'lain']",negative
"kami makan malam di ulang tahun anggota _URL_ sekeluarga,memang cuma saya saja yang muntah dan berak dari jam 10 malam sampai jam 3 subuh,tetapi dugaan saya , dapat keracunan atau kuman dari menu tim ikan kakap.sebaiknya pihak restoran perlu sering periksa kesegaran bahan seafood mentah .","[u'sering', u'mentah']",negative
"Aku datang jam 1-1 malam di hari jumat . Pokatiam buka sampai jam 1 khusus hari jumat - sabtu . Aku order 2 nasi campur . Yg 1 pakai nasi putih , yang 1 nasi hainam . Ok , aku kecewa , ternyata nasi campurnya biasa saja . Ga spesial . Dengan harga agribu , cuma dikasih irisan-irisan daging . Yg mana daging babinya cuma sedikit , tidak ada sate nya . Aku rasa itu . Lanjutan","[u'khusus', u'putih', u'kecewa', u'biasa', u'spesial', u'sedikit']",negative
"Kita datang ber - 5 dan berharap dapat 1 meja dapat 3 stove , tetapi hanya ada 1 , Jadi kita harus antri untuk bakar semua daging yang kita mau . Rib eye nya terlalu banyak tulang jadi tidak dapat dimakan . Pilihan sambal dan kuah terbatas . Akhirnya kita banyak makan steamboat","[u'Jadi', u'antri', u'banyak', u'jadi', u'banyak']",negative
"restoran All You Can Eat ini sudah bertahan cukup _URL_ yang menjadi favorit saya adalah Thai Thea dan Dagingnya yang _URL_ - siap kekenyangan karena banyak pilihan makanan _URL_ terutama di cabang Mall Istana Plaza pelayanan sering buruk dan _URL_ juga cukup mengganggu di dalam.overall review saya adalah rasa makanan enak dan baik , tetapi sangat perlu banyak perbaikan dalam pelayanan .","[u'cukup', u'favorit', u'siap', u'banyak', u'terutama', u'sering', u'buruk', u'cukup', u'baik', u'banyak']",negative
Saya order jam ipm order 2 main course dan 2 minuman . Makanan yang 1 sudah datang . 20 minta dan makanan saya 40 menit baru datang . Akhirnya saya cancel makanan saya . sungguh kecewa makan disini . Pelayanan yang jelek .,"[u'course', u'baru', u'kecewa', u'jelek']",negative
"Solaria dimana mana standarlah tapi baru kali ini saya mengalami kejadian aneh , ketika memesan gordon bleu ayamnya gosong ketika dikomplain gosong kata pelayannya diluarnya saja yang begitu pak didalamnya tidak karena kesal saya bilang ini makanan kamu harus ganti dan saya tidak mau yang gosong begini saya disini bayar bukan gratisan finally baru diganti . sudah seharusnya customer dilayani dengan . Lanjutan","[u'baru', u'aneh', u'baru', u'customer']",negative
"untuk restoran ini bisa dikatakan cepat saji . hampir disetiap mall , area wisata dan rest area ada . makananya variatif , banyak pilihan dan rasa lumayan . tetapi yang saya sedikit kecewa oleh eesto ini penyajiannya yang lama . entah kita pesan minum saja pun lama disajikan nya .","[u'cepat', u'banyak', u'lumayan', u'sedikit', u'kecewa', u'lama', u'lama']",negative
"Nunggu 60 menit untuk nasi wagyu dan nasi sosis,dibilangnya sudah sold out setelah 60 menit menunggu . Ga ada staff yang peduli untuk menginfokan ke kami . DEFINITELY WOULD NOT COME BACK !",[u'peduli'],negative
"Memang semua sajiannya enak dan fresh , tetapi saya sedikit kecewa dengan pelayanannya . Pertama , saat itu sudah hampir jam makan siang , pengunjung yang mampir kesini masih belum terlalu panjang , dan ada pembatas yang menunjukkan tempat awal antrian dan akhir antrian . Ketika tiba giliran saya memesan , tiba - tiba seonggok makhluk datang menyerobot antrian dari arah akhir antrian , dan yang mengecewakannya lagi , pelayan disana . Lanjutan","[u'sedikit', u'kecewa', u'panjang', u'awal', u'akhir', u'akhir', u'antrian']",negative
pelayanan yang buruk.!!! ! semua serba lambat dan kacau . pelayan terlalu slow dan makanannya tidak enak.!! ! sudah begitu MAHAL BANGET.!! !,"[u'buruk.!!', u'lambat']",negative
Kecewa dengan pelayanan nya . Menunggu 3 makanan dengan waktu hampir ijam . Sangat kecewa dan tidak akan datang lagi untuk ke rnya nya,"[u'nya', u'ijam', u'kecewa', u'nya']",negative
"Kenapa tidak recommended ? 1 . Pempek belum matang , tapi sudah disajikan 2 . Pesen sorabi , sudah lama pakai bonus lalat 3 . Pesen iga bakar cut , di menu dapat bintang 3 , realitanya tidak enak sama sekali 4 . Sorabi Kinca dingin , yang datang ternyata sorabi pakai sirop kopyor , namanya kinca bukannya air gulu merah iya ? Overall , tidak puas sama pelayanan dan kualitas makanan di . Lanjutan","[u'recommended', u'lama', u'sama', u'dingin', u'kopyor', u'puas', u'sama']",negative
Dimana mana standar kfc sama sih menurut saya nothing spesial . buat pencinta makanan junkfood kfc jadi tempat pelampiasan untuk rasa sih standar saja dimana mana sama tidak ada yang bagaimana bagaimana geto .,"[u'sama', u'spesial', u'jadi', u'sama']",negative
"Royal Wonder Steak ( AUS) , price Rp 150.000++ , pesan yang medium , rasanya datar , saucenya juga tidak bantu rasanya . Sayang sekali Australian imported beef disajikan seperti itu . Pan seared marinated lamb ( AUS ) price 99.5++ , beberapa bagian masih tidak matang , tekstur keras dan dry . Dessert kita pesen Apple strudel , dari tadi kita tulis review ini bahkan belum datang makanannya . Finally after 20 minutes . Lanjutan","[u'datar', u'lamb', u'keras']",negative
"Saat kesana adalah hal pertama saya hampiri karena biasa saya ke eatboss dago , pelayanan nya jauh dibawah yang dago , saya datang pukul 14.15 , memesan 14.25,sampai jam 15.35 pesanan kami tidak keluar , saat saya cross check tidak ada order atas nomor table kami , pelayan yang melayani kami dari awal memang terlihat tidak ramah dan malas untuk kerja . kecewa banget .","[u'biasa', u'jauh', u'awal', u'ramah', u'kecewa']",negative
"Karena beberapa waktu yang lalu saya pernah makan di sapu lidi dan saya menyukainya,maka pada saat saya ke Bandung kembali,saya pun mengajak keluarga saya untuk makan disana,tetapi ternyata makanannya tidak seenak dahulu,pelayanannya pun kurang.Saya memesan karedok,ikan bakar daun,genjer tumis dan sate kambing.Makanannya jauh dari perkiraan saya sebelumnya.Lalat juga banyak,sehingga suasana makan terganggu bahkan ada beberapa kucing berkeliaran.Meja-eja bekas orang makan . Lanjutan","[u'lalu', u'dahulu,pelayanannya', u'jauh']",negative
"tempatnya susah di temukan , pelayanannya buruk sekali , untuk minuman lumayan mahal , situasi tempatnya kurang menarik ( buruk sekali )","[u'susah', u'buruk', u'lumayan', u'menarik', u'buruk']",negative
"Cafe ini sering dijadikan tempat acara nonton bareng bola . saya beberapa kali pernah kesini karena selalu menemani pasangan saya yang ikut nonton bareng . Menurut saya tempat ini biasa saja , baik dari segi dekorasi , pelayanan dan makanan/minuman . pelayan disini tidak terlalu ramah dan menebar senyuman kepada tamu yang datang , mereka juga tidak mempersilahkan tamu untuk duduk . saya pernah memesan mie baso disini , dan . Lanjutan","[u'sering', u'biasa', u'baik', u'dekorasi', u'ramah']",negative
"Obong termasuk steak dengan harga murah , kamu bisa makan steak dengan harga steak 20 - eoribu rupiah . My eksperience , saya memesan menu terdeloin BBQ & Nasi putih ( redaksi : indonesia banget hehe) . Ukuran terderloin cukup sesuai dengan harganya , dengan additional kentang goreng dan sayuran . Rasa steak terderloinnya standar dengan less BBQ ( redaksi : kirain bakal banjir kuah BBQ ) dengan nasi putih yang . Lanjutan","[u'murah', u'putih', u'cukup', u'putih']",negative
"biasa saja . rasa biasa , tempat biasa , pelayana biasa . tidak bagus banget , tidak jelek banget juga . biasa saja .","[u'biasa', u'biasa', u'biasa', u'biasa', u'jelek', u'biasa']",negative
"makanan kamseupay ew banget tahu tidak cih makanannya ada cicak , pur burung , jangkrik teru paling gila toilet tidak pernah di bersihkan meja bawahnya ada permen karet meja sampai ber jamur idih ew",[],negative
ketika sedang memesan saya menumpang ke kamar mandi dan melihat ada saringan kakak perempuan yang terletak di lantai _URL_ shock melihatnya.pelayanan juga sangat sangat _URL_ ada yang spesial _URL_ maaf saya berkata yang sejujurnya .,[u'spesial'],negative
"Suasana tenang berubah jadi tidak nyaman ketika seorang wanita menegur mobil vendor dengan nada tinggi dan keras di depan para tamu yang sedang makan,lalu seorang tamu menegur wanita tersebut karena merasa terganggu dengan omongan wanita tadi , bukan meminta maaf karena telah mengganggu tamu yang sedang makan tetapi dia bahkan mengaku sebagai pemilik restoran dengan tatapan sinis . Setelah di tanyakan kepada . Lanjutan","[u'tenang', u'jadi', u'nyaman', u'tinggi', u'keras', u'sinis']",negative
"Tempat makan unik ini berada di area depan mall Istana Plaza Bandung . Sangat mudah mencapainya , saat masuk ke area mall pakai mobil kita akan bisa langsung melihatnya . Tempatnya agak sempit . Keunikan disini adalah banyaknya ornamen ayam , termasuk patung ayam yang berjejer di bagian dalam resto . Ada juga majalah - majalah dipajang serta timbangan , iya timbangan . ( entah apa hubungannya timbangan dengan restoran . Lanjutan","[u'mudah', u'langsung', u'sempit']",negative
"saya sangat kecewa dengan pelayanan kasir dengan wajah galak dan tidak memberikan kesan positif ketika melayani . saya pesan cake ulang tahun ketika billing sudah di cetak ada pesanan yang tidak terinput , si kasir teriak-teriak manggil waiter yang menulis orderan di depan saya , kemudian setelah dibayar ternyata ada kekurangan lilin angka 24 tidak terinput juga , dengan wajah asam dan natap . Lanjutan","[u'kecewa', u'galak', u'positif', u'terinput', u'kekurangan']",negative
"Wifi disini selalu error,makanan dan minuman agak mahal , lumpiah goreng asin sekali , kakak perempuan susu cukup enak , lama sekali untuk pesanan","[u'asin', u'cukup', u'lama']",negative
"Pas datang kesana suasana kurang baik , lebih mirip suasana warung ayam goreng kaki lima daripada restoran ayam goreng , kecuali tempatnya yang ini luas . Pas datang makanan semua normal , sampai datang tahu nya . ternyata sudah asam tapi mereka goreng kembali , saya bersama keluarga pada saat itu dan keluarga komplain karena saya bawa kesitu , sambalnya juga agak asam ( tapi mungkin memang . Lanjutan","[u'baik', u'mirip', u'luas', u'nya']",negative
Penasaran ingin cobain ayam Brebes yang cukup terkenal itu . Tempat lumayan _URL_ itu sepi karena memang saat puasa . Pesan ayam bakar . Ternyata ayam bakarnya pedas.anak-anak tidak bisa makan . Harusnya pelayan menanyakan mau pedas atau tidak karena ada 2 pilihan . Kemudian saya minta 2 ayam bakar yang tidak pedas.ampun!! ! Ayamnya cuma seperti digoreng terus dilumuri kecap . Kami sudah hilang napsu makan . Lanjutan,"[u'cukup', u'lumayan', u'puasa', u'pedas']",negative
"Akhirnya makan lagi disini setelah sekian lama tidak menginnjak Lembang dan kecewa berat ( saya makan bersama keluarga di Lembang , sebelah RM Ampera ) Ayam goreng kuningnya tidak berasa asin , ayam bakarnya hanya rasa kecap Dagingnya keras , dan banyak lalat di - mana-mana :(","[u'lama', u'kecewa', u'berat', u'asin', u'keras', u'banyak']",negative
"Pertama kali masuk sudah tidak disambut dengan ramah , setelah menunggu beberapa lama tidak ada yang memberi menu , setelah mau pesan sang waiter tidak mencatat apa yang harusnya menjadi pesanan sehingga bertanya berulang-berulang kali , not suggest place ever :(","[u'ramah', u'lama', u'berulang', u'berulang']",negative
"View dan interior nya memang outstanding . Salah satu alasan kenapa kami pilih resto ini . Tapi kalau kamu lapar , restaurant ini penuh jangan deh makan disini . Bisa jadi anda akan mengalami hal yang sama dengan saya Dari awal sudah disampaikan bahwa meja ada tapi 30 menit baru bisa mulai order . Kami sanggupi . Namun sayang saat kami yang berempat oder makanan ada . Lanjutan","[u'Salah', u'penuh', u'jadi', u'sama', u'awal', u'baru']",negative
Restaurant medium size sedikit kelihatan tua makanan variasy untuk padang ok makanan iya standar sekali tidak ada karakter yang kuat yang menonjol dan cukup baik bersama keluarga terutama sore hari,"[u'sedikit', u'tua', u'kuat', u'cukup', u'baik', u'terutama']",negative
"Suasana pedesaan terasa disini , banyak tanaman padi dan anda bisa sewa sampan untuk berkeliling di danau buatan , hanya saja untuk makanan kurang enak dan agak mahal",[u'banyak'],negative
"Kondisinya sepi tapi makanan keluarnya lama , spaghetti 1/2 jam , roasted chicken 45 menit . Juice'nya tidak fresh . Foie Gras Salad : Foie Gras'nya masih bau hanyir . Komplen soal juice'nya yang tidak fresh , dijawab sama Captainnya "" oo.gitu? "" Sy terangin bhw juicenya bau aroma kulkas yang meresap masuk ke buahnya , dia tidak terima . Sy bilang "" cicipi saja"" , terus dibawa gelasnya kembali ke pantry . Lanjutan","[u'lama', u'Salad', u'sama']",negative
"Saya sudah menjadi pelanggan Madtari sejak tahun 200-200 , saat itu masih berupa warung tenda kecil yang sangat ramai malam hari . Beberapa tahun silam menempati bangunan yang permanen , sejak itu saya merasa kualitasnya agak menurun dibandingkan dengan saat di warung tenda . Yang jelas , harga naik cukup signifikan , dibandingkan warung serupa , mungkin lebih mahal . Namun jika melihat porsi roti bakar dengan kejunya . Lanjutan","[u'kecil', u'ramai', u'silam', u'permanen', u'jelas', u'cukup', u'signifikan', u'serupa']",negative
"Terakhir berkunjung mengecewakan,tapi tergantung selera , tiap orang punya selera masing-masing tapi buat roti sama pisang bakarnya lumayan","[u'Terakhir', u'sama', u'lumayan']",negative
